#{"t_start": 1757234537.4369645, "env_id": "MountainCar-v0"}
r,l,t
-144.0,144,609.56939
-120.0,120,609.726984
-151.0,151,609.926038
-175.0,175,610.18999
-200.0,200,610.476214
-116.0,116,610.644395
-200.0,200,610.932459
-200.0,200,611.229358
-168.0,168,611.473022
-200.0,200,611.769069
-200.0,200,612.074491
-98.0,98,612.2159
-159.0,159,612.456037
-131.0,131,612.643661
-132.0,132,612.822778
-156.0,156,613.05387
-119.0,119,613.239163
-172.0,172,613.496514
-151.0,151,613.722425
-200.0,200,614.01831
-200.0,200,614.293394
-175.0,175,614.545112
-200.0,200,614.86512
-200.0,200,615.156308
-200.0,200,615.458862
-200.0,200,615.728732
-155.0,155,615.961468
-140.0,140,616.151053
-113.0,113,616.321026
-167.0,167,616.584862
-200.0,200,616.868153
-200.0,200,617.165255
-161.0,161,617.39319
-200.0,200,617.702739
-200.0,200,617.970527
-160.0,160,618.195892
-131.0,131,618.399016
-182.0,182,618.647693
-161.0,161,618.86358
-133.0,133,619.058568
-165.0,165,619.294195
-200.0,200,619.57575
-172.0,172,619.823435
-200.0,200,620.10441
-200.0,200,620.395986
-200.0,200,620.691769
-200.0,200,620.977377
-133.0,133,621.172626
-200.0,200,621.450789
-156.0,156,621.660458
-149.0,149,621.873381
-171.0,171,622.112983
-172.0,172,622.366467
-153.0,153,622.569577
-161.0,161,622.805685
-200.0,200,623.106857
-119.0,119,623.26339
-146.0,146,623.47534
-117.0,117,623.65747
-152.0,152,623.890582
-155.0,155,624.104762
-200.0,200,624.396984
-200.0,200,624.690525
-116.0,116,624.853227
-132.0,132,625.064077
-163.0,163,625.301723
-116.0,116,625.482082
-174.0,174,625.744339
-200.0,200,626.056083
-200.0,200,626.344619
-200.0,200,626.637407
-137.0,137,626.839006
-156.0,156,627.066592
-174.0,174,627.309052
-200.0,200,627.609413
-130.0,130,627.789532
-200.0,200,628.09382
-189.0,189,628.338582
-200.0,200,628.598457
-200.0,200,628.883572
-107.0,107,629.052284
-176.0,176,629.285116
-131.0,131,629.4546
-157.0,157,629.672909
-151.0,151,629.892458
-177.0,177,630.132472
-160.0,160,630.337398
-200.0,200,630.62168
-125.0,125,630.79003
-138.0,138,630.980916
-131.0,131,631.151933
-106.0,106,631.292038
-177.0,177,631.542439
-200.0,200,631.796523
-171.0,171,632.026133
-200.0,200,632.305822
-122.0,122,632.465183
-200.0,200,632.717286
-196.0,196,632.985546
-169.0,169,633.221328
-171.0,171,633.460884
-129.0,129,633.64524
-140.0,140,633.825242
-117.0,117,633.983543
-155.0,155,634.231607
-200.0,200,634.492823
-156.0,156,634.702798
-132.0,132,634.876133
-200.0,200,635.150347
-166.0,166,635.374741
-200.0,200,635.639289
-164.0,164,635.888219
-122.0,122,636.087357
-190.0,190,636.378131
-116.0,116,636.559539
-169.0,169,636.825249
-165.0,165,637.076956
-108.0,108,637.248025
-200.0,200,637.566386
-200.0,200,637.886961
-132.0,132,638.081889
-200.0,200,638.41495
-169.0,169,638.679511
-179.0,179,638.972052
-200.0,200,639.295377
-118.0,118,639.482494
-118.0,118,639.669009
-117.0,117,639.852761
-161.0,161,640.130998
-164.0,164,640.384711
-160.0,160,640.633178
-163.0,163,640.888217
-200.0,200,641.207446
-151.0,151,641.441304
-151.0,151,641.680874
-92.0,92,641.827921
-200.0,200,642.158621
-172.0,172,642.408837
-128.0,128,642.599808
-200.0,200,642.905239
-183.0,183,643.185928
-163.0,163,643.39904
-174.0,174,643.616782
-200.0,200,643.900029
-141.0,141,644.093061
-200.0,200,644.378912
-151.0,151,644.572243
-152.0,152,644.774237
-200.0,200,645.062947
-182.0,182,645.310888
-168.0,168,645.575467
-151.0,151,645.797213
-200.0,200,646.070202
-200.0,200,646.330056
-119.0,119,646.479256
-200.0,200,646.759529
-200.0,200,647.055835
-151.0,151,647.24817
-136.0,136,647.421021
-200.0,200,647.708733
-104.0,104,647.851934
-163.0,163,648.082137
-128.0,128,648.25516
-127.0,127,648.417652
-135.0,135,648.611115
-157.0,157,648.818783
-200.0,200,649.101867
-123.0,123,649.263
-168.0,168,649.511207
-115.0,115,649.6679
-129.0,129,649.833415
-171.0,171,650.077509
-174.0,174,650.317587
-200.0,200,650.576766
-151.0,151,650.774138
-200.0,200,651.061844
-200.0,200,651.325628
-181.0,181,651.572894
-152.0,152,651.778491
-200.0,200,652.067242
-200.0,200,652.373701
-118.0,118,652.552336
-200.0,200,652.845213
-151.0,151,653.058036
-200.0,200,653.351511
-142.0,142,653.557723
-118.0,118,653.722906
-157.0,157,653.945613
-188.0,188,654.228503
-200.0,200,654.52991
-157.0,157,654.752914
-200.0,200,655.062
-153.0,153,655.281873
-163.0,163,655.504733
-166.0,166,655.753593
-177.0,177,656.021416
-153.0,153,656.245762
-199.0,199,656.518845
-139.0,139,656.713603
-122.0,122,656.885572
-200.0,200,657.17713
-177.0,177,657.42928
-174.0,174,657.667414
-123.0,123,657.835485
-200.0,200,658.129483
-200.0,200,658.413061
-146.0,146,658.615379
-195.0,195,658.891411
-200.0,200,659.195282
-150.0,150,659.408161
-161.0,161,659.629531
-200.0,200,659.925332
-137.0,137,660.124216
-182.0,182,660.404385
-177.0,177,660.691904
-200.0,200,661.010005
-200.0,200,661.31242
-182.0,182,661.586032
-197.0,197,661.872692
-120.0,120,662.04595
-159.0,159,662.278328
-181.0,181,662.565049
-163.0,163,662.813259
-87.0,87,662.943685
-176.0,176,663.217231
-200.0,200,663.516694
-93.0,93,663.651895
-172.0,172,663.923912
-115.0,115,664.086242
-200.0,200,664.390435
-200.0,200,664.67505
-149.0,149,664.904079
-163.0,163,665.144528
-168.0,168,665.401927
-200.0,200,665.730015
-200.0,200,666.047171
-161.0,161,666.285127
-148.0,148,666.50275
-102.0,102,666.658989
-200.0,200,666.960757
-136.0,136,667.17299
-144.0,144,667.368171
-160.0,160,667.610701
-152.0,152,667.832968
-198.0,198,668.139568
-165.0,165,668.369724
-182.0,182,668.63224
-144.0,144,668.847599
-169.0,169,669.086287
-152.0,152,669.299986
-108.0,108,669.454819
-158.0,158,669.696533
-157.0,157,669.939277
-153.0,153,670.136827
-165.0,165,670.36413
-167.0,167,670.594952
-108.0,108,670.747815
-134.0,134,670.925605
-184.0,184,671.16549
-120.0,120,671.324151
-123.0,123,671.503615
-130.0,130,671.668646
-156.0,156,671.884081
-163.0,163,672.092455
-131.0,131,672.287291
-131.0,131,672.460202
-193.0,193,672.709845
-192.0,192,672.986677
-159.0,159,673.212919
-114.0,114,673.364987
-200.0,200,673.643287
-200.0,200,673.920765
-161.0,161,674.134553
-200.0,200,674.416965
-200.0,200,674.685201
-165.0,165,674.900775
-189.0,189,675.171221
-190.0,190,675.424995
-135.0,135,675.607783
-149.0,149,675.814026
-167.0,167,676.038411
-144.0,144,676.22229
-200.0,200,676.483893
-200.0,200,676.794714
-199.0,199,677.097744
-190.0,190,677.377612
-114.0,114,677.54807
-140.0,140,677.742296
-129.0,129,677.95519
-200.0,200,678.245687
-121.0,121,678.408769
-158.0,158,678.639731
-112.0,112,678.815777
-151.0,151,679.038369
-171.0,171,679.276735
-140.0,140,679.486493
-160.0,160,679.722916
-165.0,165,679.949017
-200.0,200,680.229547
-200.0,200,680.520389
-163.0,163,680.742873
-173.0,173,680.98675
-142.0,142,681.179893
-200.0,200,681.477141
-169.0,169,681.71867
-200.0,200,681.995258
-200.0,200,682.284321
-182.0,182,682.553064
-145.0,145,682.761674
-187.0,187,683.022214
-171.0,171,683.276474
-159.0,159,683.498126
-200.0,200,683.780402
-103.0,103,683.923073
-167.0,167,684.147175
-200.0,200,684.4309
-182.0,182,684.679206
-183.0,183,684.921492
-174.0,174,685.158906
-200.0,200,685.444158
-168.0,168,685.678929
-101.0,101,685.815625
-200.0,200,686.100173
-138.0,138,686.291738
-200.0,200,686.579705
-114.0,114,686.741256
-187.0,187,687.009291
-150.0,150,687.220643
-200.0,200,687.509093
-166.0,166,687.745392
-143.0,143,687.952935
-158.0,158,688.16816
-200.0,200,688.457088
-145.0,145,688.650652
-165.0,165,688.880314
-152.0,152,689.090458
-200.0,200,689.373002
-141.0,141,689.563663
-111.0,111,689.70276
-156.0,156,689.923287
-200.0,200,690.214998
-194.0,194,690.527724
-140.0,140,690.733543
-118.0,118,690.914099
-123.0,123,691.098755
-172.0,172,691.348503
-124.0,124,691.522426
-190.0,190,691.79865
-115.0,115,691.969685
-200.0,200,692.26118
-200.0,200,692.551665
-113.0,113,692.714377
-119.0,119,692.896058
-200.0,200,693.204566
-122.0,122,693.392331
-154.0,154,693.645091
-175.0,175,693.896761
-200.0,200,694.221254
-200.0,200,694.524351
-200.0,200,694.832224
-200.0,200,695.126351
-135.0,135,695.295814
-174.0,174,695.522475
-160.0,160,695.751866
-145.0,145,695.968032
-200.0,200,696.255371
-121.0,121,696.424263
-140.0,140,696.605791
-200.0,200,696.907192
-200.0,200,697.166585
-200.0,200,697.425223
-172.0,172,697.66712
-149.0,149,697.868958
-131.0,131,698.05165
-200.0,200,698.323763
-113.0,113,698.471236
-150.0,150,698.692001
-155.0,155,698.902363
-149.0,149,699.103088
-132.0,132,699.285963
-177.0,177,699.528172
-120.0,120,699.690747
-185.0,185,699.937113
-109.0,109,700.107227
-149.0,149,700.322941
-121.0,121,700.485242
-92.0,92,700.606622
-172.0,172,700.852266
-111.0,111,701.005892
-155.0,155,701.212142
-179.0,179,701.469264
-200.0,200,701.760887
-141.0,141,701.952107
-174.0,174,702.180168
-192.0,192,702.440868
-127.0,127,702.625714
-190.0,190,702.909724
-200.0,200,703.195789
-193.0,193,703.474614
-198.0,198,703.768923
-165.0,165,704.020536
-166.0,166,704.247832
-134.0,134,704.449691
-143.0,143,704.665676
-200.0,200,704.964898
-200.0,200,705.253661
-189.0,189,705.534045
-200.0,200,705.822251
-117.0,117,705.988653
-127.0,127,706.166713
-165.0,165,706.403878
-120.0,120,706.58589
-181.0,181,706.868152
-106.0,106,707.029402
-200.0,200,707.323988
-193.0,193,707.614774
-138.0,138,707.811757
-200.0,200,708.098235
-200.0,200,708.392522
-122.0,122,708.573795
-119.0,119,708.75375
-182.0,182,709.014666
-152.0,152,709.2422
-175.0,175,709.512451
-160.0,160,709.761878
-200.0,200,710.057952
-200.0,200,710.345954
-132.0,132,710.537145
-170.0,170,710.794896
-125.0,125,710.960188
-192.0,192,711.225891
-200.0,200,711.501913
-188.0,188,711.7524
-174.0,174,711.981038
-98.0,98,712.116813
-160.0,160,712.332166
-123.0,123,712.514767
-160.0,160,712.735315
-119.0,119,712.884447
-200.0,200,713.181829
-200.0,200,713.436928
-113.0,113,713.589936
-148.0,148,713.785771
-92.0,92,713.909189
-95.0,95,714.041002
-161.0,161,714.258052
-186.0,186,714.515481
-181.0,181,714.769042
-166.0,166,714.986025
-112.0,112,715.142795
-147.0,147,715.362764
-152.0,152,715.593771
-192.0,192,715.860979
-173.0,173,716.095275
-187.0,187,716.333053
-198.0,198,716.623612
-120.0,120,716.790775
-120.0,120,716.950472
-123.0,123,717.114736
-194.0,194,717.400309
-191.0,191,717.680913
-189.0,189,717.972982
-200.0,200,718.253478
-156.0,156,718.485265
-200.0,200,718.799498
-190.0,190,719.101671
-200.0,200,719.411345
-178.0,178,719.676353
-150.0,150,719.922816
-121.0,121,720.104611
-155.0,155,720.347199
-125.0,125,720.529809
-200.0,200,720.842018
-131.0,131,721.0391
-141.0,141,721.251016
-156.0,156,721.47148
-146.0,146,721.701654
-158.0,158,721.927559
-134.0,134,722.124734
-125.0,125,722.310424
-200.0,200,722.633973
-103.0,103,722.789496
-175.0,175,723.063
-168.0,168,723.317849
-112.0,112,723.495353
-134.0,134,723.68955
-146.0,146,723.919321
-163.0,163,724.170856
-200.0,200,724.442076
-200.0,200,724.715388
-193.0,193,724.981573
-144.0,144,725.17112
-184.0,184,725.43279
-200.0,200,725.703338
-109.0,109,725.860291
-200.0,200,726.1368
-168.0,168,726.380962
-141.0,141,726.594211
-187.0,187,726.845778
-128.0,128,727.019051
-158.0,158,727.251618
-178.0,178,727.501169
-200.0,200,727.758963
-123.0,123,727.918525
-200.0,200,728.199262
-114.0,114,728.351034
-162.0,162,728.59559
-109.0,109,728.752596
-157.0,157,728.968608
-175.0,175,729.202607
-178.0,178,729.429348
-159.0,159,729.638466
-174.0,174,729.886751
-171.0,171,730.109362
-186.0,186,730.354717
-142.0,142,730.568775
-115.0,115,730.73193
-129.0,129,730.894125
-117.0,117,731.062731
-135.0,135,731.264349
-172.0,172,731.542756
-154.0,154,731.766387
-103.0,103,731.905132
-200.0,200,732.200644
-129.0,129,732.381958
-167.0,167,732.620064
-159.0,159,732.867231
-134.0,134,733.054283
-200.0,200,733.346487
-120.0,120,733.509558
-149.0,149,733.72445
-114.0,114,733.883522
-180.0,180,734.158248
-189.0,189,734.419657
-128.0,128,734.604931
-171.0,171,734.843666
-187.0,187,735.101192
-200.0,200,735.386017
-151.0,151,735.61205
-92.0,92,735.741817
-200.0,200,736.048581
-131.0,131,736.232641
-119.0,119,736.39575
-110.0,110,736.556014
-185.0,185,736.827284
-148.0,148,737.049571
-200.0,200,737.346141
-200.0,200,737.658947
-151.0,151,737.875447
-144.0,144,738.068354
-149.0,149,738.272264
-200.0,200,738.557581
-117.0,117,738.716877
-200.0,200,738.983737
-149.0,149,739.197906
-108.0,108,739.336125
-174.0,174,739.568202
-169.0,169,739.796912
-164.0,164,740.004268
-117.0,117,740.1638
-129.0,129,740.346517
-117.0,117,740.502321
-190.0,190,740.777079
-188.0,188,741.052278
-134.0,134,741.249036
-130.0,130,741.426522
-156.0,156,741.652589
-177.0,177,741.902649
-154.0,154,742.136561
-189.0,189,742.410104
-148.0,148,742.631893
-199.0,199,742.935028
-140.0,140,743.13522
-119.0,119,743.301584
-119.0,119,743.477549
-153.0,153,743.701347
-169.0,169,743.958936
-122.0,122,744.128359
-137.0,137,744.321568
-130.0,130,744.50414
-200.0,200,744.798567
-200.0,200,745.084001
-128.0,128,745.252665
-156.0,156,745.467662
-152.0,152,745.686172
-156.0,156,745.899583
-184.0,184,746.143288
-170.0,170,746.373824
-168.0,168,746.609599
-200.0,200,746.920278
-200.0,200,747.189354
-129.0,129,747.362032
-169.0,169,747.60699
-116.0,116,747.775859
-190.0,190,748.077334
-197.0,197,748.382179
-147.0,147,748.580226
-155.0,155,748.78801
-134.0,134,748.967341
-131.0,131,749.1539
-186.0,186,749.429197
-161.0,161,749.654815
-156.0,156,749.874402
-153.0,153,750.070534
-155.0,155,750.326276
-172.0,172,750.56509
-200.0,200,750.827226
-200.0,200,751.1065
-133.0,133,751.284354
-154.0,154,751.495428
-200.0,200,751.758916
-200.0,200,752.030293
-197.0,197,752.306092
-155.0,155,752.51477
-169.0,169,752.73902
-194.0,194,753.004468
-112.0,112,753.154677
-200.0,200,753.421917
-200.0,200,753.69502
-174.0,174,753.93286
-144.0,144,754.129232
-155.0,155,754.331154
-200.0,200,754.62403
-187.0,187,754.865758
-172.0,172,755.110053
-115.0,115,755.260241
-136.0,136,755.443305
-161.0,161,755.663409
-119.0,119,755.842351
-113.0,113,755.995256
-148.0,148,756.192866
-157.0,157,756.420473
-151.0,151,756.634623
-170.0,170,756.868697
-125.0,125,757.037346
-200.0,200,757.3306
-200.0,200,757.611915
-200.0,200,757.883121
-121.0,121,758.052449
-170.0,170,758.294812
-140.0,140,758.502348
-200.0,200,758.812532
-200.0,200,759.112293
-113.0,113,759.273815
-151.0,151,759.504974
-171.0,171,759.746928
-88.0,88,759.884199
-121.0,121,760.073298
-146.0,146,760.313882
-165.0,165,760.573612
-200.0,200,760.895186
-200.0,200,761.219518
-158.0,158,761.457022
-145.0,145,761.678286
-162.0,162,761.937015
-107.0,107,762.09946
-163.0,163,762.354751
-123.0,123,762.533619
-115.0,115,762.702852
-162.0,162,762.981321
-197.0,197,763.273879
-200.0,200,763.573235
-160.0,160,763.817081
-172.0,172,764.080745
-200.0,200,764.374099
-184.0,184,764.64456
-200.0,200,764.940286
-154.0,154,765.169757
-200.0,200,765.443238
-163.0,163,765.657277
-116.0,116,765.8215
-162.0,162,766.079415
-166.0,166,766.309907
-154.0,154,766.506987
-113.0,113,766.663181
-159.0,159,766.873998
-150.0,150,767.095189
-128.0,128,767.262594
-153.0,153,767.465753
-200.0,200,767.740256
-200.0,200,767.995643
-181.0,181,768.236489
-152.0,152,768.443477
-143.0,143,768.635736
-200.0,200,768.935259
-127.0,127,769.109586
-133.0,133,769.284587
-166.0,166,769.533029
-120.0,120,769.701044
-161.0,161,769.910854
-198.0,198,770.173268
-139.0,139,770.362652
-200.0,200,770.651282
-200.0,200,770.900465
-200.0,200,771.195493
-200.0,200,771.47286
-164.0,164,771.693247
-146.0,146,771.911436
-172.0,172,772.155911
-117.0,117,772.32369
-149.0,149,772.548176
-160.0,160,772.766276
-199.0,199,773.042754
-126.0,126,773.2113
-96.0,96,773.355212
-182.0,182,773.623562
-162.0,162,773.852272
-153.0,153,774.081254
-94.0,94,774.222715
-182.0,182,774.479757
-115.0,115,774.640644
-188.0,188,774.936776
-122.0,122,775.112657
-170.0,170,775.353757
-159.0,159,775.591951
-123.0,123,775.755465
-117.0,117,775.93244
-149.0,149,776.142848
-200.0,200,776.428727
-158.0,158,776.674223
-160.0,160,776.913444
-189.0,189,777.178915
-133.0,133,777.379855
-127.0,127,777.600959
-158.0,158,777.840803
-170.0,170,778.087241
-93.0,93,778.212826
-126.0,126,778.379905
-145.0,145,778.587915
-200.0,200,778.892083
-110.0,110,779.05032
-171.0,171,779.292381
-140.0,140,779.499225
-179.0,179,779.751549
-162.0,162,779.979071
-178.0,178,780.23235
-200.0,200,780.513169
-150.0,150,780.745137
-123.0,123,780.910726
-156.0,156,781.136574
-139.0,139,781.349918
-177.0,177,781.599769
-155.0,155,781.821077
-124.0,124,782.000888
-160.0,160,782.257811
-200.0,200,782.521386
-114.0,114,782.688042
-176.0,176,782.938728
-200.0,200,783.216382
-200.0,200,783.497007
-170.0,170,783.745767
-162.0,162,783.993069
-115.0,115,784.158393
-200.0,200,784.458652
-140.0,140,784.657971
-138.0,138,784.851741
-158.0,158,785.08166
-200.0,200,785.362012
-192.0,192,785.636191
-118.0,118,785.810931
-116.0,116,785.983884
-162.0,162,786.202686
-185.0,185,786.463399
-200.0,200,786.791453
-118.0,118,786.955969
-147.0,147,787.15274
-160.0,160,787.36635
-193.0,193,787.634488
-115.0,115,787.82242
-200.0,200,788.092853
-98.0,98,788.233779
-158.0,158,788.456064
-200.0,200,788.761111
-190.0,190,789.048145
-188.0,188,789.307329
-107.0,107,789.474876
-152.0,152,789.709387
-151.0,151,789.917579
-200.0,200,790.201723
-140.0,140,790.420217
-145.0,145,790.636076
-109.0,109,790.790988
-123.0,123,790.960388
-200.0,200,791.258562
-168.0,168,791.499172
-134.0,134,791.702146
-132.0,132,791.898179
-159.0,159,792.134205
-200.0,200,792.412402
-167.0,167,792.637157
-128.0,128,792.813347
-114.0,114,792.974022
-200.0,200,793.240723
-134.0,134,793.4168
-127.0,127,793.592522
-152.0,152,793.801787
-157.0,157,794.021839
-166.0,166,794.238635
-159.0,159,794.445748
-148.0,148,794.644858
-200.0,200,794.925153
-166.0,166,795.146073
-185.0,185,795.392442
-200.0,200,795.668037
-200.0,200,795.930765
-200.0,200,796.187958
-186.0,186,796.43407
-158.0,158,796.635787
-121.0,121,796.805855
-200.0,200,797.051981
-200.0,200,797.335789
-123.0,123,797.496999
-178.0,178,797.748358
-168.0,168,797.960144
-180.0,180,798.214071
-200.0,200,798.504504
-153.0,153,798.718241
-175.0,175,798.981981
-118.0,118,799.164889
-156.0,156,799.407609
-136.0,136,799.644642
-167.0,167,799.88279
-115.0,115,800.045007
-156.0,156,800.269905
-154.0,154,800.502171
-137.0,137,800.709076
-166.0,166,800.967769
-117.0,117,801.141506
-200.0,200,801.462955
-122.0,122,801.658987
-191.0,191,801.92091
-165.0,165,802.184009
-168.0,168,802.437295
-200.0,200,802.73692
-114.0,114,802.906871
-143.0,143,803.117045
-200.0,200,803.417841
-200.0,200,803.710452
-191.0,191,803.972871
-147.0,147,804.181151
-168.0,168,804.44014
-171.0,171,804.696575
-154.0,154,804.936087
-178.0,178,805.211001
-138.0,138,805.434694
-175.0,175,805.702561
-169.0,169,805.948725
-178.0,178,806.201408
-200.0,200,806.492127
-127.0,127,806.676902
-123.0,123,806.846884
-200.0,200,807.121645
-169.0,169,807.36459
-148.0,148,807.570834
-114.0,114,807.738266
-148.0,148,807.948321
-176.0,176,808.205945
-162.0,162,808.429244
-199.0,199,808.708187
-142.0,142,808.90835
-126.0,126,809.096454
-114.0,114,809.253555
-176.0,176,809.495854
-162.0,162,809.729351
-114.0,114,809.89395
-200.0,200,810.177063
-123.0,123,810.348747
-181.0,181,810.587292
-114.0,114,810.763184
-157.0,157,810.984096
-200.0,200,811.262292
-155.0,155,811.479491
-157.0,157,811.723995
-124.0,124,811.894991
-144.0,144,812.098934
-166.0,166,812.338469
-158.0,158,812.570467
-156.0,156,812.800717
-163.0,163,813.040855
-184.0,184,813.335948
-126.0,126,813.508619
-139.0,139,813.703998
-138.0,138,813.889905
-159.0,159,814.11772
-158.0,158,814.341944
-200.0,200,814.619763
-121.0,121,814.78103
-157.0,157,814.993786
-186.0,186,815.250224
-200.0,200,815.514816
-156.0,156,815.721566
-141.0,141,815.904726
-143.0,143,816.11337
-192.0,192,816.378073
-199.0,199,816.664657
-162.0,162,816.899705
-200.0,200,817.179926
-115.0,115,817.355146
-152.0,152,817.574248
-160.0,160,817.788539
-200.0,200,818.067268
-182.0,182,818.3073
-140.0,140,818.499929
-152.0,152,818.714898
-154.0,154,818.943881
-175.0,175,819.192032
-200.0,200,819.468247
-135.0,135,819.642301
-200.0,200,819.935786
-106.0,106,820.087976
-110.0,110,820.241249
-163.0,163,820.466071
-200.0,200,820.75052
-180.0,180,821.02031
-200.0,200,821.295326
-200.0,200,821.591204
-154.0,154,821.805716
-184.0,184,822.067762
-184.0,184,822.320301
-117.0,117,822.489562
-152.0,152,822.72846
-142.0,142,822.934109
-190.0,190,823.201711
-200.0,200,823.517075
-163.0,163,823.737765
-165.0,165,823.972769
-166.0,166,824.208954
-200.0,200,824.491449
-141.0,141,824.70562
-183.0,183,824.978767
-150.0,150,825.208828
-200.0,200,825.523699
-122.0,122,825.705911
-184.0,184,825.975311
-200.0,200,826.261397
-148.0,148,826.499799
-186.0,186,826.748385
-148.0,148,826.983507
-180.0,180,827.255484
-161.0,161,827.511896
-166.0,166,827.763171
-193.0,193,828.081477
-200.0,200,828.370089
-200.0,200,828.6725
-145.0,145,828.893995
-160.0,160,829.123873
-141.0,141,829.335948
-166.0,166,829.608822
-200.0,200,829.896134
-188.0,188,830.164389
-157.0,157,830.39981
-157.0,157,830.642398
-158.0,158,830.858197
-143.0,143,831.080738
-166.0,166,831.338546
-153.0,153,831.565639
-145.0,145,831.776698
-163.0,163,832.015598
-200.0,200,832.29091
-200.0,200,832.614975
-200.0,200,832.908066
-112.0,112,833.067194
-149.0,149,833.277337
-157.0,157,833.487788
-200.0,200,833.787022
-161.0,161,834.009741
-110.0,110,834.148776
-174.0,174,834.400414
-116.0,116,834.570573
-200.0,200,834.842192
-124.0,124,835.011343
-176.0,176,835.246936
-171.0,171,835.483202
-118.0,118,835.632286
-137.0,137,835.815516
-110.0,110,835.961228
-182.0,182,836.209675
-152.0,152,836.414829
-167.0,167,836.638171
-156.0,156,836.853732
-128.0,128,837.051411
-166.0,166,837.277717
-193.0,193,837.54074
-200.0,200,837.823226
-119.0,119,837.978982
-114.0,114,838.133089
-126.0,126,838.29883
-189.0,189,838.575925
-131.0,131,838.752485
-110.0,110,838.903669
-158.0,158,839.129376
-121.0,121,839.29779
-153.0,153,839.514687
-170.0,170,839.742543
-166.0,166,839.979072
-115.0,115,840.151033
-174.0,174,840.414566
-199.0,199,840.716525
-200.0,200,841.007144
-128.0,128,841.208004
-149.0,149,841.434188
-200.0,200,841.735598
-195.0,195,842.030089
-154.0,154,842.276328
-123.0,123,842.462114
-122.0,122,842.652613
-172.0,172,842.931973
-200.0,200,843.236896
-133.0,133,843.433641
-86.0,86,843.571844
-112.0,112,843.746498
-200.0,200,844.060317
-152.0,152,844.309038
-148.0,148,844.543113
-119.0,119,844.724312
-101.0,101,844.88528
-168.0,168,845.153796
-141.0,141,845.372625
-194.0,194,845.674911
-200.0,200,845.992949
-200.0,200,846.310634
-200.0,200,846.616211
-139.0,139,846.823507
-149.0,149,847.051541
-162.0,162,847.284271
-132.0,132,847.470586
-200.0,200,847.74865
-124.0,124,847.915847
-141.0,141,848.117013
-180.0,180,848.355014
-146.0,146,848.533098
-145.0,145,848.721689
-188.0,188,848.98143
-196.0,196,849.227514
-162.0,162,849.423134
-139.0,139,849.595037
-200.0,200,849.885952
-200.0,200,850.143121
-144.0,144,850.329843
-200.0,200,850.588697
-172.0,172,850.820801
-118.0,118,850.970146
-94.0,94,851.105957
-162.0,162,851.310813
-163.0,163,851.538205
-127.0,127,851.708082
-149.0,149,851.916522
-117.0,117,852.061132
-152.0,152,852.273044
-112.0,112,852.43787
-192.0,192,852.690929
-115.0,115,852.85911
-154.0,154,853.077108
-142.0,142,853.277683
-119.0,119,853.449139
-118.0,118,853.596852
-190.0,190,853.867103
-89.0,89,854.008916
-176.0,176,854.243711
-145.0,145,854.46545
-180.0,180,854.737431
-167.0,167,854.964211
-127.0,127,855.138811
-186.0,186,855.406793
-172.0,172,855.682819
-169.0,169,855.914212
-200.0,200,856.185084
-131.0,131,856.357308
-185.0,185,856.633627
-186.0,186,856.882347
-200.0,200,857.18433
-129.0,129,857.366547
-115.0,115,857.536427
-152.0,152,857.757449
-200.0,200,858.075601
-143.0,143,858.301162
-200.0,200,858.591165
-197.0,197,858.885462
-161.0,161,859.129923
-116.0,116,859.294652
-189.0,189,859.586629
-145.0,145,859.807783
-108.0,108,859.96489
-171.0,171,860.243955
-94.0,94,860.40241
-200.0,200,860.689855
-149.0,149,860.903788
-151.0,151,861.135474
-113.0,113,861.315552
-161.0,161,861.545879
-189.0,189,861.8283
-200.0,200,862.121004
-200.0,200,862.409958
-156.0,156,862.627137
-135.0,135,862.82919
-154.0,154,863.040554
-155.0,155,863.27777
-200.0,200,863.561474
-138.0,138,863.758356
-182.0,182,864.022744
-200.0,200,864.305118
-126.0,126,864.494418
-182.0,182,864.749854
-163.0,163,865.009655
-146.0,146,865.221097
-200.0,200,865.519704
-116.0,116,865.680318
-182.0,182,865.94615
-126.0,126,866.117896
-122.0,122,866.291219
-170.0,170,866.554673
-127.0,127,866.723911
-95.0,95,866.872791
-199.0,199,867.13842
-199.0,199,867.405605
-200.0,200,867.679357
-122.0,122,867.855859
-146.0,146,868.060394
-117.0,117,868.219886
-159.0,159,868.436426
-200.0,200,868.734844
-136.0,136,868.925097
-200.0,200,869.232077
-170.0,170,869.497185
-127.0,127,869.670047
-139.0,139,869.88677
-119.0,119,870.067005
-166.0,166,870.299905
-200.0,200,870.598719
-158.0,158,870.8312
-146.0,146,871.044368
-200.0,200,871.336175
-117.0,117,871.493075
-165.0,165,871.726742
-163.0,163,871.956371
-126.0,126,872.13856
-115.0,115,872.313002
-119.0,119,872.476424
-148.0,148,872.678366
-157.0,157,872.911875
-160.0,160,873.152607
-105.0,105,873.297822
-176.0,176,873.54692
-167.0,167,873.79116
-123.0,123,873.973091
-119.0,119,874.133118
-118.0,118,874.284537
-164.0,164,874.504469
-200.0,200,874.77906
-136.0,136,874.955033
-88.0,88,875.079947
-112.0,112,875.238261
-178.0,178,875.487019
-173.0,173,875.727276
-149.0,149,875.939501
-110.0,110,876.090428
-194.0,194,876.362525
-200.0,200,876.648271
-118.0,118,876.809035
-105.0,105,877.00219
-109.0,109,877.147713
-150.0,150,877.35953
-200.0,200,877.627333
