#{"t_start": 1757234537.4369645, "env_id": "MountainCar-v0"}
r,l,t
-157.0,157,295.202336
-200.0,200,295.50066
-200.0,200,295.821876
-200.0,200,296.088807
-145.0,145,296.280149
-200.0,200,296.541851
-200.0,200,296.828481
-200.0,200,297.15247
-200.0,200,297.457179
-200.0,200,297.7287
-200.0,200,298.046765
-200.0,200,298.345708
-200.0,200,298.613465
-197.0,197,298.88993
-200.0,200,299.16921
-200.0,200,299.490242
-200.0,200,299.778784
-200.0,200,300.084593
-200.0,200,300.412647
-199.0,199,300.75876
-180.0,180,301.048185
-200.0,200,301.366796
-200.0,200,301.704716
-200.0,200,301.994173
-167.0,167,302.256692
-166.0,166,302.524705
-173.0,173,302.800362
-200.0,200,303.154208
-200.0,200,303.520159
-200.0,200,303.877432
-159.0,159,304.211067
-200.0,200,304.934018
-200.0,200,305.696061
-197.0,197,306.43924
-200.0,200,307.174837
-194.0,194,307.879712
-124.0,124,308.344731
-176.0,176,309.161047
-166.0,166,309.848077
-151.0,151,310.43916
-200.0,200,311.188978
-200.0,200,311.944524
-178.0,178,312.575005
-200.0,200,313.329303
-200.0,200,314.046685
-116.0,116,314.488774
-151.0,151,314.996684
-200.0,200,315.74379
-200.0,200,316.500765
-199.0,199,317.236892
-198.0,198,317.979659
-168.0,168,318.625057
-200.0,200,319.520773
-200.0,200,320.396118
-200.0,200,321.331644
-167.0,167,321.978984
-151.0,151,322.577479
-200.0,200,323.567346
-122.0,122,324.055456
-162.0,162,324.754445
-200.0,200,325.726277
-107.0,107,326.191967
-200.0,200,326.873664
-159.0,159,327.095762
-200.0,200,327.392691
-142.0,142,327.650895
-200.0,200,327.994192
-200.0,200,328.288642
-200.0,200,328.59672
-159.0,159,328.83346
-200.0,200,329.125056
-200.0,200,329.412711
-116.0,116,329.583597
-198.0,198,329.870269
-200.0,200,330.188464
-158.0,158,330.406847
-168.0,168,330.645284
-200.0,200,330.922925
-200.0,200,331.216008
-159.0,159,331.464982
-200.0,200,331.737055
-172.0,172,331.98852
-111.0,111,332.167315
-200.0,200,332.489407
-151.0,151,332.707768
-166.0,166,332.949665
-200.0,200,333.246022
-200.0,200,333.571031
-200.0,200,333.894387
-200.0,200,334.192526
-200.0,200,334.516854
-118.0,118,334.710962
-119.0,119,334.874796
-200.0,200,335.169044
-200.0,200,335.503112
-134.0,134,335.729631
-120.0,120,335.931166
-200.0,200,336.214925
-200.0,200,336.54043
-200.0,200,336.848227
-200.0,200,337.138409
-200.0,200,337.452307
-200.0,200,337.763424
-191.0,191,338.081612
-155.0,155,338.341456
-200.0,200,338.666258
-200.0,200,338.967553
-200.0,200,339.270992
-200.0,200,339.56663
-144.0,144,339.791051
-122.0,122,339.975577
-174.0,174,340.231094
-168.0,168,340.463856
-188.0,188,340.751425
-164.0,164,340.964607
-130.0,130,341.16109
-200.0,200,341.454578
-200.0,200,341.742826
-197.0,197,342.025213
-177.0,177,342.266963
-144.0,144,342.475873
-200.0,200,342.777056
-200.0,200,343.066789
-200.0,200,343.345763
-200.0,200,343.652879
-200.0,200,344.262406
-200.0,200,344.668422
-200.0,200,344.950453
-200.0,200,345.246586
-200.0,200,345.560197
-186.0,186,345.879153
-191.0,191,346.178566
-200.0,200,346.489717
-200.0,200,346.747386
-200.0,200,347.039317
-200.0,200,347.319427
-200.0,200,347.572782
-200.0,200,347.873083
-200.0,200,348.212521
-200.0,200,348.559608
-132.0,132,348.796465
-200.0,200,349.097145
-181.0,181,349.371169
-142.0,142,349.585245
-200.0,200,349.879612
-200.0,200,350.19097
-114.0,114,350.374877
-200.0,200,350.693472
-200.0,200,351.013864
-200.0,200,351.313128
-200.0,200,351.634658
-200.0,200,351.948927
-200.0,200,352.262496
-193.0,193,352.589217
-157.0,157,352.8791
-200.0,200,353.225888
-200.0,200,353.556721
-196.0,196,353.87572
-172.0,172,354.134929
-200.0,200,354.436821
-200.0,200,354.746985
-200.0,200,355.063025
-147.0,147,355.300731
-187.0,187,355.580703
-200.0,200,355.887969
-200.0,200,356.197236
-184.0,184,356.481364
-141.0,141,356.689911
-200.0,200,356.955174
-200.0,200,357.216708
-124.0,124,357.385718
-200.0,200,357.698043
-200.0,200,357.967275
-200.0,200,358.243562
-163.0,163,358.454869
-200.0,200,358.751624
-200.0,200,359.004086
-200.0,200,359.271097
-200.0,200,359.553704
-200.0,200,359.823928
-200.0,200,360.092728
-163.0,163,360.307108
-189.0,189,360.570108
-141.0,141,360.774672
-182.0,182,361.008353
-200.0,200,361.271144
-200.0,200,361.582033
-200.0,200,361.850474
-200.0,200,362.123203
-200.0,200,362.395875
-200.0,200,362.693564
-200.0,200,362.962817
-200.0,200,363.237839
-200.0,200,363.532934
-200.0,200,363.836663
-167.0,167,364.088318
-200.0,200,364.363114
-200.0,200,364.64073
-145.0,145,364.858371
-200.0,200,365.146742
-119.0,119,365.324788
-168.0,168,365.562848
-200.0,200,365.870706
-200.0,200,366.159111
-200.0,200,366.451921
-200.0,200,366.732699
-200.0,200,367.025208
-200.0,200,367.330196
-200.0,200,367.61712
-200.0,200,367.961097
-200.0,200,368.266158
-190.0,190,368.541283
-200.0,200,368.837204
-175.0,175,369.098644
-165.0,165,369.341546
-200.0,200,369.648456
-187.0,187,369.934881
-200.0,200,370.247313
-191.0,191,370.537395
-122.0,122,370.715455
-200.0,200,371.011266
-172.0,172,371.257056
-154.0,154,371.479839
-200.0,200,371.757802
-169.0,169,371.997072
-200.0,200,372.273666
-200.0,200,372.581025
-200.0,200,372.858699
-200.0,200,373.139116
-200.0,200,373.424954
-200.0,200,373.736274
-150.0,150,373.943352
-200.0,200,374.238858
-200.0,200,374.515549
-166.0,166,374.751941
-153.0,153,374.962185
-200.0,200,375.221864
-200.0,200,375.500783
-200.0,200,375.797107
-200.0,200,376.102961
-200.0,200,376.372561
-200.0,200,376.633439
-180.0,180,376.900101
-159.0,159,377.121322
-200.0,200,377.381226
-200.0,200,377.679111
-200.0,200,377.983979
-200.0,200,378.252366
-200.0,200,378.537908
-200.0,200,378.811343
-200.0,200,379.100845
-200.0,200,379.393224
-200.0,200,379.675908
-150.0,150,379.869668
-200.0,200,380.17712
-200.0,200,380.470579
-200.0,200,380.742055
-200.0,200,381.018697
-200.0,200,381.32375
-200.0,200,381.593354
-200.0,200,381.878949
-200.0,200,382.150154
-200.0,200,382.474938
-200.0,200,382.765965
-200.0,200,383.046318
-200.0,200,383.335631
-143.0,143,383.537575
-200.0,200,383.851943
-167.0,167,384.100428
-200.0,200,384.404929
-162.0,162,384.626803
-134.0,134,384.82552
-139.0,139,385.021419
-200.0,200,385.292518
-168.0,168,385.521883
-200.0,200,385.798961
-200.0,200,386.071081
-200.0,200,386.343393
-157.0,157,386.570786
-141.0,141,386.777947
-178.0,178,387.029277
-200.0,200,387.333583
-146.0,146,387.572514
-144.0,144,387.797936
-121.0,121,387.997436
-151.0,151,388.212121
-200.0,200,388.497337
-141.0,141,388.723044
-194.0,194,388.992916
-200.0,200,389.278725
-200.0,200,389.578198
-168.0,168,389.818438
-200.0,200,390.092011
-200.0,200,390.356605
-200.0,200,390.64362
-200.0,200,390.936199
-200.0,200,391.2329
-200.0,200,391.518557
-200.0,200,391.82102
-126.0,126,392.02883
-200.0,200,392.331095
-198.0,198,392.619757
-182.0,182,392.888565
-167.0,167,393.148
-200.0,200,393.449719
-128.0,128,393.662243
-200.0,200,393.970996
-185.0,185,394.246928
-200.0,200,394.532926
-200.0,200,394.846095
-113.0,113,395.247211
-173.0,173,395.579478
-200.0,200,395.941015
-172.0,172,396.206924
-200.0,200,396.620419
-177.0,177,396.893811
-186.0,186,397.184782
-156.0,156,397.461072
-200.0,200,397.750199
-200.0,200,398.027544
-114.0,114,398.164641
-200.0,200,398.428329
-200.0,200,398.697064
-173.0,173,398.963809
-158.0,158,399.194433
-200.0,200,399.473552
-200.0,200,399.753428
-200.0,200,400.026333
-200.0,200,400.309501
-200.0,200,400.730924
-200.0,200,401.203606
-200.0,200,401.499919
-200.0,200,401.779791
-200.0,200,402.055435
-185.0,185,402.308219
-200.0,200,402.593495
-200.0,200,402.873946
-200.0,200,403.165958
-200.0,200,403.459813
-200.0,200,403.739672
-200.0,200,404.023571
-200.0,200,404.296159
-200.0,200,404.584044
-200.0,200,404.874067
-163.0,163,405.093258
-200.0,200,405.392585
-137.0,137,405.574763
-189.0,189,405.839438
-200.0,200,406.122165
-200.0,200,406.399468
-179.0,179,406.63045
-200.0,200,406.908145
-144.0,144,407.10073
-200.0,200,407.359112
-190.0,190,407.678319
-166.0,166,407.93753
-200.0,200,408.252139
-200.0,200,408.568969
-132.0,132,408.747856
-200.0,200,409.066
-131.0,131,409.27266
-200.0,200,409.588618
-200.0,200,409.877216
-153.0,153,410.118092
-200.0,200,410.380487
-171.0,171,410.631872
-200.0,200,410.933237
-200.0,200,411.216994
-186.0,186,411.476483
-164.0,164,411.725158
-161.0,161,412.022133
-162.0,162,412.238142
-190.0,190,412.605675
-200.0,200,412.875873
-139.0,139,413.067435
-200.0,200,413.370013
-200.0,200,413.633884
-200.0,200,413.918862
-176.0,176,414.297247
-157.0,157,414.506441
-172.0,172,414.747748
-200.0,200,415.021818
-128.0,128,415.195007
-200.0,200,415.487417
-178.0,178,415.737256
-167.0,167,415.970032
-200.0,200,416.258062
-200.0,200,416.531629
-200.0,200,416.813489
-200.0,200,417.092238
-200.0,200,417.380454
-160.0,160,417.603343
-151.0,151,417.808769
-184.0,184,418.063252
-101.0,101,418.225837
-119.0,119,418.415723
-168.0,168,418.655714
-200.0,200,418.947367
-165.0,165,419.199177
-160.0,160,419.442034
-200.0,200,419.730401
-125.0,125,419.906842
-140.0,140,420.110914
-200.0,200,420.386159
-156.0,156,420.61385
-182.0,182,420.895516
-165.0,165,421.154129
-200.0,200,421.433073
-200.0,200,421.710792
-200.0,200,421.996414
-170.0,170,422.263079
-200.0,200,422.551444
-200.0,200,422.882869
-200.0,200,423.1643
-136.0,136,423.354732
-181.0,181,423.627629
-182.0,182,423.889445
-174.0,174,424.139666
-200.0,200,424.436679
-200.0,200,424.716715
-200.0,200,424.983895
-200.0,200,425.254736
-140.0,140,425.437907
-200.0,200,425.713463
-177.0,177,425.960055
-200.0,200,426.234484
-180.0,180,426.474237
-172.0,172,426.720917
-200.0,200,426.988585
-191.0,191,427.249758
-197.0,197,427.522979
-200.0,200,427.798979
-200.0,200,428.057019
-200.0,200,428.330053
-200.0,200,428.612693
-174.0,174,428.859658
-146.0,146,429.077827
-154.0,154,429.307935
-200.0,200,429.575827
-153.0,153,429.776117
-145.0,145,429.958627
-165.0,165,430.168143
-200.0,200,430.44374
-200.0,200,430.701169
-143.0,143,430.894088
-200.0,200,431.167497
-161.0,161,431.398317
-200.0,200,431.69317
-200.0,200,431.977068
-200.0,200,432.279379
-200.0,200,432.595137
-124.0,124,432.771683
-171.0,171,433.033957
-162.0,162,433.264463
-200.0,200,433.57559
-136.0,136,433.777847
-200.0,200,434.07116
-179.0,179,434.337891
-151.0,151,434.564425
-174.0,174,434.832425
-190.0,190,435.111706
-200.0,200,435.408884
-200.0,200,435.719663
-142.0,142,435.937068
-142.0,142,436.143341
-200.0,200,436.438324
-192.0,192,436.735782
-163.0,163,436.984792
-200.0,200,437.284526
-156.0,156,437.518599
-185.0,185,437.808507
-176.0,176,438.072131
-172.0,172,438.323183
-200.0,200,438.606072
-158.0,158,438.82891
-149.0,149,439.054256
-179.0,179,439.328003
-200.0,200,439.59109
-193.0,193,439.849648
-200.0,200,440.133326
-137.0,137,440.309768
-200.0,200,440.580895
-140.0,140,440.761661
-131.0,131,440.947311
-200.0,200,441.218641
-200.0,200,441.484295
-200.0,200,441.771725
-164.0,164,441.98483
-159.0,159,442.199451
-196.0,196,442.450996
-200.0,200,442.724251
-200.0,200,442.987196
-165.0,165,443.195657
-200.0,200,443.464585
-200.0,200,443.737322
-200.0,200,443.995353
-200.0,200,444.253428
-156.0,156,444.456466
-200.0,200,444.726301
-189.0,189,444.994723
-143.0,143,445.191729
-136.0,136,445.385545
-200.0,200,445.67892
-200.0,200,445.963478
-200.0,200,446.251728
-200.0,200,446.522177
-145.0,145,446.709339
-170.0,170,446.946705
-200.0,200,447.241071
-172.0,172,447.478593
-200.0,200,447.768497
-137.0,137,447.947553
-166.0,166,448.164634
-155.0,155,448.380522
-200.0,200,448.672384
-200.0,200,448.970808
-158.0,158,449.230121
-157.0,157,449.454435
-133.0,133,449.651252
-102.0,102,449.812295
-173.0,173,450.074142
-150.0,150,450.304846
-200.0,200,450.61849
-150.0,150,450.848362
-186.0,186,451.129853
-196.0,196,451.429681
-182.0,182,451.720161
-166.0,166,451.971685
-153.0,153,452.195424
-168.0,168,452.446141
-169.0,169,452.711444
-166.0,166,452.955403
-200.0,200,453.244586
-200.0,200,453.542078
-200.0,200,453.837155
-200.0,200,454.135243
-156.0,156,454.367792
-156.0,156,454.597318
-194.0,194,454.895903
-200.0,200,455.193355
-200.0,200,455.489462
-164.0,164,455.718135
-200.0,200,456.019916
-183.0,183,456.283313
-200.0,200,456.580935
-200.0,200,456.867438
-170.0,170,457.110074
-200.0,200,457.406306
-156.0,156,457.622101
-200.0,200,457.896353
-162.0,162,458.127977
-200.0,200,458.430126
-127.0,127,458.600407
-169.0,169,458.820956
-199.0,199,459.099767
-200.0,200,459.375078
-200.0,200,459.644598
-200.0,200,459.926431
-147.0,147,460.140121
-171.0,171,460.418025
-155.0,155,460.634931
-200.0,200,460.900051
-200.0,200,461.181296
-200.0,200,461.478971
-200.0,200,461.781747
-200.0,200,462.042941
-182.0,182,462.302394
-200.0,200,462.574978
-145.0,145,462.776763
-200.0,200,463.06597
-200.0,200,463.352437
-171.0,171,463.613
-200.0,200,463.889899
-130.0,130,464.068518
-120.0,120,464.237003
-119.0,119,464.412551
-155.0,155,464.628974
-182.0,182,464.906114
-194.0,194,465.203225
-148.0,148,465.429783
-196.0,196,465.706685
-200.0,200,465.980045
-200.0,200,466.261938
-200.0,200,466.549505
-200.0,200,466.825327
-200.0,200,467.090633
-200.0,200,467.372345
-183.0,183,467.633876
-173.0,173,467.874078
-168.0,168,468.105381
-194.0,194,468.377845
-163.0,163,468.588006
-200.0,200,468.861064
-200.0,200,469.132417
-200.0,200,469.413643
-161.0,161,469.633009
-200.0,200,469.921561
-138.0,138,470.105419
-155.0,155,470.315552
-200.0,200,470.622046
-163.0,163,470.846374
-200.0,200,471.107996
-100.0,100,471.244484
-133.0,133,471.431239
-176.0,176,471.656321
-150.0,150,471.859999
-200.0,200,472.160944
-182.0,182,472.413391
-169.0,169,472.667166
-179.0,179,472.935451
-145.0,145,473.16882
-200.0,200,473.467478
-166.0,166,473.709766
-147.0,147,473.92887
-155.0,155,474.166996
-200.0,200,474.473164
-200.0,200,474.77002
-200.0,200,475.060959
-200.0,200,475.367653
-200.0,200,475.66174
-181.0,181,475.9272
-115.0,115,476.104465
-200.0,200,476.409422
-170.0,170,476.660742
-200.0,200,476.945413
-165.0,165,477.171692
-200.0,200,477.495984
-200.0,200,477.767693
-200.0,200,478.068105
-200.0,200,478.358633
-198.0,198,478.664612
-200.0,200,478.95187
-200.0,200,479.252332
-195.0,195,479.541936
-156.0,156,479.759123
-143.0,143,479.959322
-200.0,200,480.229675
-157.0,157,480.439437
-198.0,198,480.722915
-168.0,168,480.949306
-190.0,190,481.19797
-167.0,167,481.411782
-200.0,200,481.706083
-154.0,154,481.908196
-156.0,156,482.124419
-200.0,200,482.404529
-200.0,200,482.695806
-124.0,124,482.880774
-182.0,182,483.128585
-200.0,200,483.42862
-200.0,200,483.724197
-200.0,200,483.99892
-173.0,173,484.232622
-152.0,152,484.449247
-170.0,170,484.688523
-200.0,200,484.976527
-172.0,172,485.202567
-176.0,176,485.443661
-157.0,157,485.654567
-191.0,191,485.941723
-115.0,115,486.094761
-200.0,200,486.384041
-179.0,179,486.654116
-177.0,177,486.916288
-185.0,185,487.189579
-98.0,98,487.328501
-200.0,200,487.639169
-200.0,200,487.920642
-200.0,200,488.210689
-120.0,120,488.39044
-200.0,200,488.696442
-198.0,198,488.988664
-167.0,167,489.239059
-144.0,144,489.446348
-200.0,200,489.738222
-197.0,197,490.045726
-166.0,166,490.275738
-200.0,200,490.569222
-171.0,171,490.806904
-200.0,200,491.084343
-200.0,200,491.355963
-174.0,174,491.603557
-184.0,184,491.877407
-126.0,126,492.083553
-200.0,200,492.36372
-156.0,156,492.573266
-189.0,189,492.834319
-200.0,200,493.129552
-200.0,200,493.397871
-200.0,200,493.690848
-166.0,166,493.915563
-169.0,169,494.152263
-97.0,97,494.277305
-96.0,96,494.403705
-200.0,200,494.679627
-123.0,123,494.848672
-200.0,200,495.103387
-200.0,200,495.369847
-200.0,200,495.655468
-140.0,140,495.847892
-108.0,108,496.01035
-149.0,149,496.234257
-189.0,189,496.501501
-200.0,200,496.760285
-168.0,168,496.97567
-157.0,157,497.185188
-200.0,200,497.481379
-200.0,200,497.756208
-200.0,200,498.094274
-117.0,117,498.248869
-194.0,194,498.509393
-144.0,144,498.709437
-122.0,122,498.872702
-200.0,200,499.144951
-165.0,165,499.379258
-200.0,200,499.659034
-173.0,173,499.902459
-200.0,200,500.198843
-142.0,142,500.414962
-142.0,142,500.631446
-196.0,196,500.914465
-186.0,186,501.18181
-200.0,200,501.481349
-200.0,200,501.781583
-200.0,200,502.073088
-200.0,200,502.38312
-200.0,200,502.6783
-145.0,145,502.881909
-187.0,187,503.157116
-181.0,181,503.429027
-150.0,150,503.655323
-200.0,200,503.968118
-164.0,164,504.207503
-126.0,126,504.389491
-128.0,128,504.582242
-200.0,200,504.886467
-200.0,200,505.183134
-200.0,200,505.492071
-159.0,159,505.73893
-160.0,160,505.984527
-123.0,123,506.167075
-163.0,163,506.396707
-200.0,200,506.721833
-155.0,155,506.931957
-172.0,172,507.165037
-200.0,200,507.442031
-151.0,151,507.647087
-164.0,164,507.876834
-196.0,196,508.139383
-200.0,200,508.394865
-192.0,192,508.664439
-174.0,174,508.893316
-200.0,200,509.183285
-195.0,195,509.447936
-187.0,187,509.701847
-106.0,106,509.84503
-152.0,152,510.076543
-200.0,200,510.337979
-200.0,200,510.61989
-138.0,138,510.816901
-200.0,200,511.086323
-165.0,165,511.301953
-200.0,200,511.562847
-200.0,200,511.828293
-167.0,167,512.050106
-150.0,150,512.250389
-200.0,200,512.536381
-150.0,150,512.7346
-167.0,167,512.952319
-117.0,117,513.098591
-171.0,171,513.325376
-180.0,180,513.586886
-164.0,164,513.812358
-165.0,165,514.064664
-200.0,200,514.403577
-200.0,200,514.696814
-187.0,187,514.971324
-200.0,200,515.285089
-168.0,168,515.520976
-200.0,200,515.808803
-158.0,158,516.046138
-200.0,200,516.35217
-112.0,112,516.52106
-124.0,124,516.724018
-122.0,122,516.912081
-118.0,118,517.086472
-161.0,161,517.310125
-124.0,124,517.506764
-137.0,137,517.707419
-159.0,159,517.946335
-192.0,192,518.236274
-157.0,157,518.44796
-163.0,163,518.729622
-200.0,200,519.036798
-195.0,195,519.344125
-200.0,200,519.635875
-188.0,188,519.929912
-180.0,180,520.211824
-163.0,163,520.481198
-172.0,172,520.725818
-200.0,200,520.988664
-176.0,176,521.228706
-176.0,176,521.466032
-170.0,170,521.711649
-197.0,197,521.978947
-200.0,200,522.250983
-200.0,200,522.530397
-128.0,128,522.703545
-176.0,176,522.939115
-154.0,154,523.149692
-152.0,152,523.372986
-200.0,200,523.662854
-200.0,200,523.922991
-170.0,170,524.173474
-189.0,189,524.437705
-185.0,185,524.696632
-200.0,200,524.9643
-200.0,200,525.247762
-200.0,200,525.502703
-116.0,116,525.672027
-200.0,200,525.930749
-200.0,200,526.208081
-180.0,180,526.46241
-177.0,177,526.712691
-182.0,182,526.960558
-200.0,200,527.244138
-179.0,179,527.499916
-200.0,200,527.808042
-200.0,200,528.088109
-200.0,200,528.392621
-138.0,138,528.588577
-200.0,200,528.887677
-200.0,200,529.170425
-125.0,125,529.373665
-200.0,200,529.678604
-162.0,162,529.921396
-146.0,146,530.13047
-200.0,200,530.406492
-200.0,200,530.701892
-181.0,181,530.966983
-200.0,200,531.256115
-138.0,138,531.445334
-126.0,126,531.614971
-136.0,136,531.829149
-200.0,200,532.114435
-132.0,132,532.328261
-151.0,151,532.544806
-200.0,200,532.842702
-91.0,91,532.977784
-181.0,181,533.244241
-165.0,165,533.486079
-200.0,200,533.801651
-167.0,167,534.038126
-197.0,197,534.316053
-133.0,133,534.499864
-200.0,200,534.79599
-171.0,171,535.043287
-200.0,200,535.321599
-200.0,200,535.623867
-166.0,166,535.847328
-119.0,119,536.009489
-200.0,200,536.29483
-200.0,200,536.586131
-124.0,124,536.750394
-178.0,178,537.004629
-198.0,198,537.301846
-200.0,200,537.601535
-165.0,165,537.829049
-153.0,153,538.058493
-200.0,200,538.34426
-192.0,192,538.627367
-119.0,119,538.812071
-142.0,142,539.020571
-200.0,200,539.317671
-150.0,150,539.549562
-138.0,138,539.756019
-186.0,186,540.036276
-104.0,104,540.181732
-200.0,200,540.492326
-161.0,161,540.733749
-142.0,142,540.93256
-170.0,170,541.168306
-173.0,173,541.401346
-117.0,117,541.574458
-190.0,190,541.833827
-127.0,127,541.998783
-199.0,199,542.276175
-200.0,200,542.562331
-200.0,200,542.826108
-200.0,200,543.092234
-94.0,94,543.229136
-200.0,200,543.510685
-154.0,154,543.720335
-176.0,176,543.990036
-147.0,147,544.221926
-153.0,153,544.434222
-200.0,200,544.690588
-200.0,200,544.964303
-117.0,117,545.131451
-146.0,146,545.335387
-168.0,168,545.556239
-200.0,200,545.834922
-180.0,180,546.078433
-200.0,200,546.352959
-172.0,172,546.608403
-200.0,200,546.869208
-200.0,200,547.149425
-157.0,157,547.365189
-177.0,177,547.597473
-162.0,162,547.813623
-200.0,200,548.093225
-200.0,200,548.35179
-200.0,200,548.612471
-200.0,200,548.869477
-198.0,198,549.118154
-172.0,172,549.353282
-99.0,99,549.493008
-200.0,200,549.753844
-127.0,127,549.906673
-200.0,200,550.196924
-200.0,200,550.452785
-154.0,154,550.645331
-200.0,200,550.913648
-200.0,200,551.184794
-136.0,136,551.371255
-198.0,198,551.632187
-200.0,200,551.911891
-169.0,169,552.139005
-120.0,120,552.304562
-105.0,105,552.44181
-200.0,200,552.709544
-141.0,141,552.907125
-143.0,143,553.0978
-160.0,160,553.318884
-200.0,200,553.614586
-147.0,147,553.832596
-105.0,105,553.976754
-173.0,173,554.225491
-177.0,177,554.503161
-187.0,187,554.782416
-200.0,200,555.096688
-114.0,114,555.271244
-157.0,157,555.515764
-200.0,200,555.848313
-200.0,200,556.142051
-132.0,132,556.342828
-199.0,199,556.649403
-132.0,132,556.850134
-126.0,126,557.028856
-118.0,118,557.197095
-128.0,128,557.405431
-86.0,86,557.5475
-179.0,179,557.809586
-180.0,180,558.080062
-165.0,165,558.347159
-200.0,200,558.661426
-200.0,200,558.981662
-189.0,189,559.24491
-199.0,199,559.545595
-157.0,157,559.795323
-157.0,157,560.036656
-200.0,200,560.354467
-200.0,200,560.697212
-94.0,94,560.840588
-200.0,200,561.127538
-172.0,172,561.34805
-200.0,200,561.628305
-176.0,176,561.88061
-200.0,200,562.167873
-200.0,200,562.432159
-197.0,197,562.732104
-118.0,118,562.905089
-200.0,200,563.183135
-200.0,200,563.462211
-200.0,200,563.723973
-200.0,200,564.017691
-168.0,168,564.256613
-126.0,126,564.432455
-181.0,181,564.706037
-151.0,151,564.923297
-200.0,200,565.193231
-169.0,169,565.421056
-94.0,94,565.556009
-121.0,121,565.746967
-200.0,200,566.033034
-200.0,200,566.316914
-130.0,130,566.495299
-179.0,179,566.767964
-188.0,188,567.021065
-200.0,200,567.321142
-99.0,99,567.455566
-200.0,200,567.753418
-200.0,200,568.02108
-167.0,167,568.267434
-200.0,200,568.552856
-194.0,194,568.824553
-200.0,200,569.110422
-124.0,124,569.285493
-153.0,153,569.501776
-158.0,158,569.732524
-171.0,171,569.978162
-164.0,164,570.196558
-120.0,120,570.350528
-183.0,183,570.592455
-200.0,200,570.860955
-167.0,167,571.098486
-171.0,171,571.335773
-171.0,171,571.571695
-200.0,200,571.823749
-200.0,200,572.109321
-113.0,113,572.263443
-134.0,134,572.467581
-200.0,200,572.740843
-190.0,190,573.009591
-200.0,200,573.296708
-200.0,200,573.583706
-200.0,200,573.888274
-192.0,192,574.173974
-200.0,200,574.461171
-129.0,129,574.640968
-130.0,130,574.807706
-200.0,200,575.108787
-120.0,120,575.281557
-200.0,200,575.561741
-182.0,182,575.804708
-191.0,191,576.068089
-200.0,200,576.359123
-200.0,200,576.659177
-199.0,199,576.918776
-163.0,163,577.153388
-179.0,179,577.390117
-152.0,152,577.598496
-183.0,183,577.84045
-179.0,179,578.081217
-200.0,200,578.350193
-157.0,157,578.57834
-177.0,177,578.843958
-117.0,117,579.00942
-117.0,117,579.171515
-157.0,157,579.394669
-178.0,178,579.652007
-200.0,200,579.928367
-200.0,200,580.2174
-175.0,175,580.466918
-116.0,116,580.616688
-155.0,155,580.832222
-144.0,144,581.024411
-115.0,115,581.187051
-114.0,114,581.357011
-200.0,200,581.657674
-200.0,200,581.956789
-200.0,200,582.255142
-159.0,159,582.476646
-130.0,130,582.657847
-149.0,149,582.858755
-200.0,200,583.160599
-200.0,200,583.451633
-140.0,140,583.666047
-200.0,200,583.979486
-98.0,98,584.122313
-200.0,200,584.42289
-159.0,159,584.64987
-150.0,150,584.867598
-128.0,128,585.069471
-130.0,130,585.271864
-197.0,197,585.558877
-200.0,200,585.864009
-143.0,143,586.075672
-176.0,176,586.336328
-200.0,200,586.63537
-125.0,125,586.825524
-164.0,164,587.079612
-163.0,163,587.33126
-143.0,143,587.539586
-145.0,145,587.749412
-168.0,168,588.019235
-200.0,200,588.304053
-200.0,200,588.577252
-200.0,200,588.863462
-200.0,200,589.137416
-200.0,200,589.424926
-200.0,200,589.695156
-200.0,200,589.984724
-164.0,164,590.23026
-200.0,200,590.4997
-170.0,170,590.73193
-200.0,200,591.008861
-187.0,187,591.27433
-140.0,140,591.460375
-170.0,170,591.68821
-149.0,149,591.889598
-171.0,171,592.142342
-200.0,200,592.393252
-178.0,178,592.610565
-200.0,200,592.867159
-177.0,177,593.112561
-175.0,175,593.335676
-200.0,200,593.576388
-122.0,122,593.754779
-200.0,200,594.037122
-165.0,165,594.254118
-161.0,161,594.472731
-200.0,200,594.742159
-169.0,169,594.983959
-178.0,178,595.237802
-109.0,109,595.391908
-176.0,176,595.663208
-200.0,200,595.940302
-200.0,200,596.215695
-167.0,167,596.435766
-156.0,156,596.646559
-173.0,173,596.911704
-124.0,124,597.082472
-200.0,200,597.371589
-176.0,176,597.655879
-123.0,123,597.825008
-200.0,200,598.120527
-158.0,158,598.334047
-190.0,190,598.6079
-116.0,116,598.76871
-185.0,185,599.02559
-161.0,161,599.261694
-200.0,200,599.553384
-178.0,178,599.808962
-118.0,118,599.974252
-189.0,189,600.251712
-182.0,182,600.517076
-199.0,199,600.801515
-200.0,200,601.09513
-165.0,165,601.345317
-200.0,200,601.65951
-156.0,156,601.876677
-174.0,174,602.117538
-200.0,200,602.400211
-116.0,116,602.55956
-200.0,200,602.846648
-170.0,170,603.086478
-160.0,160,603.304663
-200.0,200,603.60563
-172.0,172,603.850621
-197.0,197,604.11937
-179.0,179,604.364419
-160.0,160,604.592719
-151.0,151,604.82183
-110.0,110,604.968748
-200.0,200,605.236569
-200.0,200,605.530542
-86.0,86,605.651131
-200.0,200,605.933425
-200.0,200,606.213251
-200.0,200,606.531823
-200.0,200,606.808943
-159.0,159,607.037568
-158.0,158,607.264633
-182.0,182,607.518097
-141.0,141,607.72143
-136.0,136,607.9143
-168.0,168,608.1479
-141.0,141,608.341057
-200.0,200,608.636068
-160.0,160,608.884067
-165.0,165,609.116211
-158.0,158,609.364406
